x,p,d,q,P,D,Q,p_norm,p_estac,p_ind,AIC.model
405,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
406,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
407,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
408,0,0,2,4,1,5,0.0981229004174163,0.516773828591738,0.000420800108522079,118.311244744845
677,0,0,4,4,0,4,0.110212736906285,0.490532451289059,0.713018800843142,80.692668700584
702,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
703,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
704,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
705,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
706,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
707,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
708,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
709,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
710,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
711,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
712,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
713,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
714,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
715,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
716,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
717,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
718,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
719,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
720,0,0,4,5,0,5,0.110767244484036,0.492682586198123,0.712551860037755,84.6434386457939
701,0,0,4,5,0,4,0.116629514468577,0.490088681724724,0.715000599823143,82.8152810788769
699,0,0,4,5,0,2,0.120952217554863,0.486129208285667,0.703103214029256,78.8351348583706
843,0,0,5,5,0,2,0.126727225116492,0.286986878590725,0.492508167889461,73.5507816724113
698,0,0,4,5,0,1,0.127184199204034,0.482598024224797,0.720903981091665,77.0624596026412
678,0,0,4,4,0,5,0.128013279716171,0.486741425548764,0.718551328312697,83.0465283997776
700,0,0,4,5,0,3,0.129312271308625,0.491924386953177,0.738039296186966,80.8219983482208
841,0,0,5,5,0,0,0.13206854248751,0.289645307632248,0.450305972308436,70.0892480694904
676,0,0,4,4,0,3,0.134855680355642,0.499986921406675,0.73756833419374,78.870390827926
842,0,0,5,5,0,1,0.13701835930443,0.285004837230717,0.46898385039765,71.7208537877456
440,0,0,3,0,1,1,0.137649093960713,0.631369027287861,0.431675343604057,80.8991225672995
844,0,0,5,5,0,3,0.141912958847673,0.291427720956748,0.470154705381011,75.638642053443
726,0,0,5,0,0,5,0.147239251418204,0.289995928785415,0.45506155717995,70.058395037524
822,0,0,5,4,0,5,0.150055344600504,0.298192064297879,0.477445098144937,77.6811817005279
845,0,0,5,5,0,4,0.152584627138714,0.287358778506381,0.486325505178159,77.5182079731384
487,0,0,3,2,1,0,0.15633031059581,0.68851977081598,0.421101120442866,82.9625123044715
846,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
847,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
848,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
849,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
850,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
851,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
852,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
853,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
854,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
855,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
856,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
857,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
858,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
859,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
860,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
861,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
862,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
863,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
864,0,0,5,5,0,5,0.161648277569449,0.28457189331795,0.479474629279788,79.4331695953721
488,0,0,3,2,1,1,0.176477416125213,0.664594588645857,0.407590263464393,84.6785536828472
697,0,0,4,5,0,0,0.18520854981056,0.477076266582761,0.760309461113798,75.3323296921598
442,0,0,3,0,1,3,0.188016696707456,0.680723823818864,0.391719759960085,84.6384336132958
441,0,0,3,0,1,2,0.188763530563249,0.661772919297451,0.405144802904767,82.6857018517741
464,0,0,3,1,1,1,0.1892251775792,0.657534866879909,0.408365504680292,82.6979483325866
798,0,0,5,3,0,5,0.196489563859926,0.30542713089695,0.486772759810358,75.7315844877266
799,0,0,5,3,0,5,0.196489563859926,0.30542713089695,0.486772759810358,75.7315844877266
800,0,0,5,3,0,5,0.196489563859926,0.30542713089695,0.486772759810358,75.7315844877266
801,0,0,5,3,0,5,0.196489563859926,0.30542713089695,0.486772759810358,75.7315844877266
802,0,0,5,3,0,5,0.196489563859926,0.30542713089695,0.486772759810358,75.7315844877266
803,0,0,5,3,0,5,0.196489563859926,0.30542713089695,0.486772759810358,75.7315844877266
804,0,0,5,3,0,5,0.196489563859926,0.30542713089695,0.486772759810358,75.7315844877266
774,0,0,5,2,0,5,0.197608478512533,0.305987018015793,0.482011423215277,73.7665184766296
540,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
541,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
542,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
543,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
544,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
545,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
546,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
547,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
548,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
549,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
550,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
551,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
552,0,0,3,4,1,5,0.198835473170002,0.678493066135082,0.362933322034408,93.8905314385953
511,0,0,3,3,1,0,0.203257067132448,0.661964792941985,0.381674431186259,84.5772996273299
539,0,0,3,4,1,4,0.210532970924664,0.685515620715939,0.360929418561282,92.3939186947705
490,0,0,3,2,1,3,0.213708146169683,0.694786736960495,0.37167902904836,88.484314020775
516,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
517,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
518,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
519,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
520,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
521,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
522,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
523,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
524,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
525,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
526,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
527,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
528,0,0,3,3,1,5,0.215810895478944,0.675965906881082,0.381919829591379,91.6048098586536
489,0,0,3,2,1,2,0.216155082135213,0.699562168955076,0.365885588245606,86.53823192635
515,0,0,3,3,1,4,0.218037334563551,0.675223486639311,0.371800168019964,89.8903664393026
512,0,0,3,3,1,1,0.218317046291718,0.659682728829184,0.336529451324387,86.2449031448816
466,0,0,3,1,1,3,0.218411859043986,0.696062911634358,0.366923236667326,86.562789697527
465,0,0,3,1,1,2,0.218781672235657,0.684796906004541,0.376985318519536,84.6117778976753
537,0,0,3,4,1,2,0.220146325245516,0.684407580369454,0.377340974435758,88.174158029811
819,0,0,5,4,0,2,0.22208484881142,0.308496704997815,0.480966173281161,71.8739728458548
773,0,0,5,2,0,4,0.222836901377798,0.307927489044217,0.495770749173036,71.7446961653083
654,0,0,4,3,0,5,0.223154853372099,0.499376417933084,0.748867437704299,81.2913700916374
630,0,0,4,2,0,5,0.223624966933146,0.499746309620277,0.748965129569559,79.2912827214468
675,0,0,4,4,0,2,0.22421843478395,0.516110928126663,0.78090615701725,77.3048255028743
463,0,0,3,1,1,0,0.237751282026321,0.691892651070199,0.296538788201975,84.3752251578448
536,0,0,3,4,1,1,0.244776394444872,0.692636691142933,0.361309490983947,86.7657621283906
538,0,0,3,4,1,3,0.249184549945018,0.678159123835276,0.37857440180856,89.8097310447409
513,0,0,3,3,1,2,0.249844460300265,0.665590488356198,0.318791700193243,87.6441882780651
443,0,0,3,0,1,4,0.250466099222839,0.693426988645136,0.343735139942344,86.4434338821426
584,0,0,4,0,1,1,0.255841519909682,0.64369400592088,0.883993317251714,81.2858031576022
535,0,0,3,4,1,0,0.255893421115405,0.703145660381941,0.328373715433185,85.614068780527
751,0,0,5,1,1,0,0.264614524941411,0.535025581577024,0.516629080783974,77.5657045016845
444,0,0,3,0,1,5,0.270391005343898,0.67331107327033,0.330260780107523,88.0691549096713
514,0,0,3,3,1,3,0.271975631453512,0.674179323609406,0.322467136939331,88.7122534679961
582,0,0,4,0,0,5,0.277761067166325,0.501547575241883,0.764639124557403,75.4004616916522
491,0,0,3,2,1,4,0.279301926060682,0.69717085936733,0.314365013399635,89.7770287887805
606,0,0,4,1,0,5,0.289018013935905,0.509356222986682,0.756947162739527,77.3747018437497
492,0,0,3,2,1,5,0.293462394686155,0.687455848507104,0.328133254859412,91.3739858279101
493,0,0,3,2,1,5,0.293462394686155,0.687455848507104,0.328133254859412,91.3739858279101
494,0,0,3,2,1,5,0.293462394686155,0.687455848507104,0.328133254859412,91.3739858279101
495,0,0,3,2,1,5,0.293462394686155,0.687455848507104,0.328133254859412,91.3739858279101
496,0,0,3,2,1,5,0.293462394686155,0.687455848507104,0.328133254859412,91.3739858279101
497,0,0,3,2,1,5,0.293462394686155,0.687455848507104,0.328133254859412,91.3739858279101
498,0,0,3,2,1,5,0.293462394686155,0.687455848507104,0.328133254859412,91.3739858279101
468,0,0,3,1,1,5,0.302348450142806,0.683949914739139,0.315523536350094,89.4214816697004
631,0,0,4,2,1,0,0.306005854011592,0.707851544595997,0.977733005872165,83.5989142537727
818,0,0,5,4,0,1,0.309661234492947,0.315666677504102,0.468458037308801,70.2176388511147
721,0,0,5,0,0,0,0.318687194620628,0.312996339414259,0.475917676524442,61.0848336075841
467,0,0,3,1,1,4,0.319387949466729,0.691914812974216,0.30057592995356,88.0098099805552
629,0,0,4,2,0,4,0.322864588474485,0.541559587641111,0.762883018401356,77.4487446961388
728,0,0,5,0,1,1,0.327212880988443,0.454123751728947,0.586348462874226,74.8519960142723
607,0,0,4,1,1,0,0.328073194071357,0.71048001991101,0.831921389532119,85.0897482351476
775,0,0,5,2,1,0,0.333185453824908,0.494886711973871,0.588323677449921,75.6344819772821
776,0,0,5,2,1,1,0.337508349045535,0.497804725314679,0.587861884275448,77.6272958939687
634,0,0,4,2,1,3,0.34460761178831,0.685441446236663,0.934683329231526,89.0779750644886
724,0,0,5,0,0,3,0.361790129994657,0.312546337538621,0.482414316693335,66.9856101388927
632,0,0,4,2,1,1,0.368754587591467,0.676351316393233,0.914712946740383,85.0769233972837
635,0,0,4,2,1,4,0.369392724592396,0.664967424114286,0.91843889041177,90.8970128814373
753,0,0,5,1,1,2,0.370372377185649,0.540956765705201,0.570673803837138,77.5011955294867
586,0,0,4,0,1,3,0.372265226052108,0.692328973949557,0.944014366390121,85.0289946703108
793,0,0,5,3,0,0,0.375502992908903,0.313183279026375,0.483153801191519,66.977265642901
729,0,0,5,0,1,2,0.376225954121756,0.503190915584303,0.551997501670118,76.1877935839792
745,0,0,5,1,0,0,0.385172525627938,0.315319037894083,0.485427894242118,63.025318353748
722,0,0,5,0,0,1,0.386438254110961,0.315267137170564,0.485800464045736,63.0246631343894
608,0,0,4,1,1,1,0.38721351799831,0.671655678901782,0.907758884170472,83.0886359404879
585,0,0,4,0,1,2,0.387229758270541,0.675988782696569,0.913570643014317,83.0760944446195
723,0,0,5,0,0,2,0.38825843800454,0.314129653414934,0.484329341740406,65.0229188437718
752,0,0,5,1,1,1,0.388320661532818,0.48105835813922,0.562815373321081,76.4224924002816
746,0,0,5,1,0,1,0.388381863616846,0.314606179217771,0.484985759239936,65.0237421821172
769,0,0,5,2,0,0,0.388876889427395,0.31407814822351,0.48444510243673,65.0222312326607
770,0,0,5,2,0,1,0.388954059286555,0.3140641741112,0.484097839810991,67.0223947205615
797,0,0,5,3,0,4,0.396997125406205,0.316549409311169,0.528260926725519,74.1169660406474
817,0,0,5,4,0,0,0.414015903346859,0.315528712541499,0.465863929953842,68.537363546192
821,0,0,5,4,0,4,0.415441795768681,0.31594413099149,0.496927936898368,76.010678607998
682,0,0,4,4,1,3,0.417280054367496,0.694787264954335,0.927649185486628,90.3809636291145
725,0,0,5,0,0,4,0.418628052831693,0.315435793449103,0.467414735685205,68.5153135458326
674,0,0,4,4,0,1,0.422846275414736,0.539149725172022,0.815546466590576,75.7700346204981
820,0,0,5,4,0,3,0.42627163891284,0.310385432562618,0.511826219887337,74.1809041867294
659,0,0,4,3,1,4,0.435885929015104,0.690674463766557,0.96983226262157,90.2905522420594
681,0,0,4,4,1,2,0.438413780367905,0.69779202569711,0.95173361885304,88.6407711745431
609,0,0,4,1,1,2,0.441104455766346,0.703137075769263,0.969804997355727,84.9406611247853
610,0,0,4,1,1,3,0.442221919969789,0.708243821421198,0.985698102896987,86.9013816041678
633,0,0,4,2,1,2,0.456351282365451,0.661685920560221,0.877379278268436,87.0440742130652
653,0,0,4,3,0,4,0.457100836007472,0.526763632871631,0.776417094623319,79.6448255662686
747,0,0,5,1,0,2,0.465810453987316,0.303218861621823,0.49912270057579,66.739995087445
755,0,0,5,1,1,4,0.466127791459594,0.54784050797794,0.621476390565712,80.848782972784
628,0,0,4,2,0,3,0.466438209582324,0.521972539664413,0.791357222642284,75.7665865451489
731,0,0,5,0,1,4,0.466476915114907,0.54834271370773,0.62045153471637,78.8470217958547
754,0,0,5,1,1,3,0.466839126583223,0.547819215497937,0.619693072378531,78.8479839762322
655,0,0,4,3,1,0,0.467875585166668,0.670762217756056,0.931264836343611,84.8076511355906
730,0,0,5,0,1,3,0.468561161083029,0.546549966558089,0.619500946194288,76.8518369969738
660,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
661,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
662,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
663,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
664,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
665,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
666,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
667,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
668,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
669,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
670,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
671,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
672,0,0,4,3,1,5,0.470400736361145,0.694767595795437,0.964258583796155,92.1017601334294
652,0,0,4,3,0,3,0.471616898491549,0.522552158334553,0.792220391433071,77.7660075679009
732,0,0,5,0,1,5,0.477689557319875,0.540712750244624,0.618113973099206,80.7495075674285
748,0,0,5,1,0,3,0.483124805525004,0.30642650370015,0.508294617998568,68.6845273486234
683,0,0,4,4,1,4,0.483487058948603,0.695062949241304,0.958927495380223,92.751688257531
824,0,0,5,4,1,1,0.496320748491088,0.540391429086934,0.675293800528741,79.9866928385842
772,0,0,5,2,0,3,0.497799725855211,0.305850110061564,0.526588417383469,70.6462729578486
680,0,0,4,4,1,1,0.498619008006351,0.703016300709191,0.940009698704437,87.1395688703553
651,0,0,4,3,0,2,0.499714896932263,0.521076980631097,0.79520375739462,75.7990821869172
794,0,0,5,3,0,1,0.501652075853238,0.306771279231747,0.514128132373917,68.6619979081417
778,0,0,5,2,1,3,0.503296265248038,0.543952874570653,0.62895196665276,80.6403294494531
777,0,0,5,2,1,2,0.508860909241386,0.54501641980503,0.629777283433841,78.641109812488
558,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
559,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
560,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
561,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
562,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
563,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
564,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
565,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
566,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
567,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
568,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
569,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
570,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
571,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
572,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
573,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
574,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
575,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
576,0,0,3,5,0,5,0.52076247445078,0.466484280500999,0.57846747301472,84.5412972520722
587,0,0,4,0,1,4,0.521547064203222,0.702031302361821,0.992724001089055,86.6649788491372
658,0,0,4,3,1,3,0.524822742990209,0.6889590663178,0.964035927133227,88.8643944901749
827,0,0,5,4,1,4,0.527963379904835,0.538586641124305,0.692630824331672,85.9532461815176
826,0,0,5,4,1,3,0.533204982233642,0.54050887763927,0.70671812875639,83.9486871718555
438,0,0,3,0,0,5,0.534591953300542,0.483135157797251,0.497250984059728,74.7351491962615
